study_hours,sleep_hours,attendance_percentage,assignments_completed,screen_time,coding_interest,logical_reasoning,creativity_score,communication_skill,stress_level,performance_score,career,Data Science,Backend Development,Cybersecurity,UI/UX Design,Web Development,Cloud Computing,Mobile Development,Game Development,DevOps Engineering,Software Testing,recommended_career
5,4,70,7,10,8,8,10,6,2,62.51331994395218,Data Science,66.32649696530763,62.396694214876035,60.071270405001385,82.4858757062147,82.75862068965517,56.491827057032985,82.28571428571428,89.01098901098902,52.57142857142857,73.125,Game Development
7,4,51,6,6,1,9,6,5,1,64.67355489832016,Cybersecurity,58.38820514897441,25.20661157024794,51.367015659320856,44.06779661016949,29.885057471264364,42.751328471654276,29.714285714285708,40.65934065934067,26.85714285714285,64.37500000000001,Software Testing
7,6,92,6,6,4,9,2,4,3,78.86025651344562,Cybersecurity,74.92065315854035,69.00826446280992,84.81777139210416,23.72881355932203,26.43678160919541,85.51023430169774,28.57142857142857,32.96703296703298,83.71428571428571,62.50000000000002,Cloud Computing
4,9,87,5,6,5,8,8,9,10,54.766107782768955,UI/UX Design,54.29870920596846,64.0495867768595,60.85918728476035,72.31638418079096,59.77011494252874,63.2657681745066,58.285714285714285,61.53846153846154,67.14285714285714,63.75000000000001,UI/UX Design
7,7,89,4,6,2,10,4,6,7,71.29807016057359,Cloud Computing,67.45906939678206,60.33057851239669,76.91702525822238,38.418079096045204,28.73563218390805,77.83750441531619,29.714285714285708,36.26373626373628,75.14285714285714,60.62500000000001,Cloud Computing
3,5,85,9,10,1,3,5,6,1,47.46825262894487,DevOps Engineering,30.3965209213318,39.66942148760331,54.38254882323575,49.15254237288135,37.356321839080465,56.17766722129388,40.0,38.46153846153847,67.71428571428572,48.75,DevOps Engineering
6,4,99,7,7,8,2,8,2,7,47.72582843091326,Game Development,42.822556624618485,69.00826446280992,58.31813108862469,53.672316384180796,62.06896551724138,64.82756681897017,61.142857142857146,67.03296703296704,77.71428571428571,28.125000000000007,DevOps Engineering
2,5,92,4,3,6,5,8,6,5,33.869071132408756,Web Development,32.53003957436454,61.5702479338843,50.23212020906212,58.19209039548024,51.724137931034484,54.67957990340562,48.57142857142857,54.94505494505495,71.14285714285714,46.25000000000001,DevOps Engineering
9,9,86,8,6,5,1,6,7,9,65.05782174084752,DevOps Engineering,50.364623017398415,46.694214876033044,58.526931912482716,55.36723163841809,49.42528735632184,61.704796392419325,49.14285714285714,45.05494505494506,56.85714285714285,35.62500000000001,Cloud Computing
5,7,64,8,3,9,3,4,8,2,65.1474223315991,DevOps Engineering,59.79840354887707,47.52066115702479,51.66504549157177,48.02259887005651,53.448275862068975,47.77949413925022,52.571428571428584,45.05494505494506,35.42857142857142,61.250000000000014,Software Testing
6,9,77,0,7,2,1,1,8,1,44.92956308096818,DevOps Engineering,27.635203844389878,19.421487603305778,45.23871891884791,31.638418079096052,24.13793103448277,45.78072800055802,27.42857142857143,15.38461538461539,39.42857142857144,25.000000000000007,Cloud Computing
4,7,67,5,7,10,3,7,9,9,37.32740436161504,Game Development,39.39036984204811,49.58677685950413,31.6524555733428,74.57627118644068,78.73563218390804,31.312624992285315,78.28571428571428,70.32967032967035,29.42857142857142,49.37500000000001,Web Development
7,8,83,6,8,8,4,8,10,8,52.35356966065543,UI/UX Design,51.11561623019656,60.33057851239669,53.05255953500343,82.4858757062147,78.16091954022988,55.24701421363425,77.71428571428572,71.42857142857143,56.57142857142856,58.12500000000001,UI/UX Design
9,7,71,2,2,10,7,9,3,10,63.64030592130925,Game Development,70.84741120966672,60.74380165289255,55.11968925868507,55.932203389830505,63.793103448275865,53.53908122265661,59.42857142857143,72.52747252747254,37.999999999999986,39.375,Game Development
7,6,60,6,9,9,5,2,10,6,54.82798017784549,Mobile Development,56.94806271112396,47.52066115702479,42.65910703009151,54.802259887005654,63.793103448275865,38.66166004486772,67.42857142857144,51.64835164835166,27.42857142857143,66.25000000000001,Mobile Development
1,9,62,10,5,1,5,1,7,5,41.35318290261522,DevOps Engineering,28.746085618925488,27.685950413223132,36.071184215481274,23.72881355932204,13.793103448275865,33.05658956923067,16.000000000000004,12.087912087912093,36.857142857142854,58.12500000000001,Software Testing
1,4,53,10,9,7,1,4,7,8,19.04699964743029,Mobile Development,13.941154647396766,28.512396694214882,9.463521790836667,52.54237288135594,57.47126436781609,7.087607865954065,59.999999999999986,49.45054945054945,13.428571428571425,44.375,Mobile Development
9,8,71,6,10,8,8,5,1,8,64.40597488548853,Data Science,69.88423562684115,61.98347107438016,58.116965336785256,40.11299435028249,56.896551724137936,55.85358783025275,59.42857142857143,67.03296703296704,47.42857142857143,47.5,Data Science
9,6,56,10,5,3,4,10,8,5,74.33985224236265,UI/UX Design,60.208668141085575,26.446280991735527,51.78607059268091,75.14124293785312,54.59770114942529,45.87311368435888,51.42857142857142,57.14285714285716,26.285714285714274,59.375000000000014,UI/UX Design
4,5,92,1,7,4,10,1,4,7,47.75307477610326,Cloud Computing,51.16725152328661,65.70247933884298,63.99564451327249,20.33898305084746,25.287356321839084,66.86056183060705,28.57142857142857,31.868131868131872,75.14285714285714,49.37500000000001,DevOps Engineering
9,9,73,6,11,3,5,5,5,1,73.78908862930219,DevOps Engineering,61.85975370704514,38.429752066115704,65.90508718824037,49.71751412429379,45.97701149425288,62.990829181154005,49.14285714285714,49.45054945054945,50.28571428571429,49.37500000000001,Cybersecurity
3,4,53,0,9,7,2,6,6,4,24.989007155118532,Mobile Development,21.699121187796205,19.00826446280992,16.97421833655254,59.32203389830508,62.64367816091955,13.25014821620664,64.0,59.34065934065935,4.571428571428565,25.625000000000007,Mobile Development
7,7,77,4,4,9,1,3,3,2,63.28166824429392,DevOps Engineering,55.221226966749725,47.52066115702479,56.15199260647415,27.683615819209045,43.67816091954023,55.92603357019822,44.00000000000001,40.659340659340664,44.285714285714285,26.875000000000004,Cybersecurity
6,4,64,8,2,3,9,7,5,10,55.43532479383014,DevOps Engineering,54.30069929564239,45.04132231404957,48.072531316874304,44.632768361581924,32.18390804597701,44.77540333938337,29.142857142857142,42.85714285714287,40.571428571428555,60.62500000000001,Software Testing
8,5,50,6,9,6,2,6,10,3,51.85816290621028,Web Development,43.446034742121604,20.661157024793386,32.61519679635867,71.75141242937853,65.51724137931035,26.57531003239786,66.85714285714285,56.04395604395606,9.71428571428571,53.12500000000002,UI/UX Design
9,8,52,6,2,8,6,4,5,1,79.81556072947296,Backend Development,77.74695648777356,40.495867768595026,57.74563567891381,35.02824858757062,41.954022988505756,49.31732606886051,40.57142857142857,42.85714285714286,22.285714285714278,60.00000000000001,Data Science
5,8,63,10,3,6,1,3,1,2,61.474974610053245,DevOps Engineering,47.30874149816062,33.47107438016529,46.210675855379414,15.819209039548024,25.86206896551724,42.78096519311427,25.71428571428571,28.57142857142858,32.857142857142854,31.875000000000004,Data Science
1,9,87,1,10,2,1,5,3,1,39.57214035296974,DevOps Engineering,20.85361625431343,28.92561983471074,48.158578838345754,40.11299435028249,36.20689655172414,51.33840942534279,38.85714285714286,39.56043956043956,55.14285714285716,11.875,DevOps Engineering
3,8,99,7,2,7,9,3,3,8,62.97574396316361,Cloud Computing,65.9070146355412,85.95041322314047,76.08537356173812,22.033898305084744,31.034482758620697,80.24538556954674,30.285714285714278,38.461538461538474,90.85714285714285,59.375000000000014,DevOps Engineering
8,9,50,2,3,2,4,10,1,4,51.21578722849155,DevOps Engineering,39.82348716831872,8.264462809917354,34.097979388988406,46.89265536723165,33.9080459770115,27.79007909423143,29.714285714285722,49.45054945054945,7.142857142857142,17.5,Game Development
6,9,87,7,6,2,9,9,7,3,73.53517310747456,UI/UX Design,66.60365677997055,59.50413223140496,78.3240082436947,67.23163841807911,47.701149425287355,78.11825539335709,45.714285714285715,57.14285714285716,77.99999999999999,71.87500000000003,Cybersecurity
8,9,87,2,3,2,5,9,1,1,68.01399374723096,DevOps Engineering,55.01235468513792,41.735537190082646,71.07798348882451,41.80790960451978,30.459770114942526,71.76599063240977,26.857142857142858,46.15384615384617,64.57142857142858,25.625000000000004,Cloud Computing
9,7,70,9,10,1,7,6,7,2,76.9303269959428,Software Testing,64.83114553254636,38.842975206611555,67.88070880247975,57.62711864406781,42.52873563218391,63.79269567489501,44.57142857142857,47.25274725274726,53.428571428571416,68.12499999999999,Software Testing
4,6,97,6,8,1,1,6,4,3,39.52153630918142,DevOps Engineering,20.55402149711623,40.08264462809918,53.15819893659211,44.067796610169495,32.758620689655174,59.0902226565887,33.71428571428572,36.26373626373628,74.85714285714286,23.75,DevOps Engineering
1,9,78,1,11,7,6,4,9,3,26.57338048631021,Mobile Development,30.218447182650088,52.47933884297521,39.354327349880634,62.71186440677967,65.51724137931035,40.24402333504912,69.14285714285712,59.34065934065935,50.57142857142858,56.250000000000014,Mobile Development
1,9,54,3,6,5,8,4,7,6,25.7636346222277,Software Testing,30.106799346403644,34.29752066115702,24.379644416495417,45.19774011299436,42.52873563218391,19.748492577652854,43.42857142857143,43.95604395604396,20.57142857142856,57.500000000000014,Software Testing
4,6,98,10,7,3,1,2,5,10,46.07837492680157,DevOps Engineering,29.311968862792654,52.47933884297521,53.50841190364879,27.683615819209045,26.436781609195403,60.707997075966325,29.142857142857142,23.076923076923084,76.0,30.625000000000007,DevOps Engineering
7,4,59,5,1,1,9,10,7,8,60.96214752401556,UI/UX Design,55.49211256351006,30.578512396694208,49.661728002525514,62.71186440677966,35.63218390804598,44.502678688193406,30.28571428571429,47.25274725274726,30.85714285714285,59.375000000000014,UI/UX Design
2,9,77,10,3,10,3,4,9,6,51.03967128285208,DevOps Engineering,49.04992325784654,64.0495867768595,48.45262344833464,52.54237288135594,59.19540229885059,49.158311978589104,58.285714285714285,48.35164835164834,53.42857142857144,65.625,Software Testing
3,7,70,8,3,6,1,8,10,2,49.209313805585325,UI/UX Design,36.69714807273163,36.77685950413222,42.89893950036813,71.75141242937853,58.62068965517242,41.76329325970335,55.42857142857143,50.54945054945055,40.0,55.00000000000001,UI/UX Design
1,8,99,4,2,1,1,10,6,2,38.29282771148893,DevOps Engineering,18.034589355244655,39.256198347107436,54.27221868647104,61.01694915254237,36.20689655172414,60.54341654840862,31.428571428571427,40.659340659340664,75.71428571428571,26.250000000000007,DevOps Engineering
5,8,56,8,7,9,6,2,1,7,52.968695207048555,Mobile Development,56.53765111143893,49.58677685950413,39.60295296040791,20.903954802259886,43.67816091954023,34.70818167553231,46.28571428571429,48.35164835164836,25.71428571428571,46.25,Data Science
1,5,52,4,9,2,6,9,6,1,37.849798249516695,DevOps Engineering,29.913927403004948,18.181818181818173,31.35207437076522,68.92655367231639,52.87356321839079,25.12956671441885,52.57142857142857,60.439560439560445,19.42857142857142,50.62500000000001,UI/UX Design
8,5,94,9,4,1,1,1,1,1,78.55302428817723,DevOps Engineering,53.0920062338297,41.32231404958677,77.0773737661492,1.6949152542372898,1.149425287356323,79.85765088655748,2.857142857142857,5.494505494505497,76.57142857142858,24.375,Cloud Computing
1,8,96,7,5,7,3,2,4,7,37.81490843120034,DevOps Engineering,32.747882542337805,66.11570247933885,51.45591725232727,25.423728813559322,36.20689655172414,57.53020658858809,37.7142857142857,34.06593406593407,75.42857142857142,37.50000000000001,DevOps Engineering
1,8,69,0,3,6,7,2,8,9,20.594504014265613,Backend Development,25.813106034131124,43.38842975206611,27.417927052997243,34.463276836158194,34.48275862068966,27.43199078632023,34.857142857142854,30.76923076923077,33.142857142857125,46.25,Software Testing
2,7,68,6,11,6,10,6,5,5,37.5488520328416,Cybersecurity,45.805745800846914,58.67768595041323,43.741416372856364,58.19209039548022,61.49425287356321,41.09443921201245,64.0,69.23076923076924,49.71428571428571,70.00000000000001,Software Testing
2,6,84,3,9,5,3,7,5,1,38.49549812238989,DevOps Engineering,30.157673865700385,44.628099173553714,48.110376177603705,58.75706214689266,56.32183908045977,50.14149747688179,57.14285714285714,58.241758241758255,57.714285714285715,35.625,UI/UX Design
6,5,53,4,4,4,3,3,10,5,50.312499844816685,DevOps Engineering,39.63884683246146,16.942148760330582,33.52987411623691,45.76271186440678,35.63218390804598,28.422190112286273,36.00000000000001,26.37362637362638,11.428571428571429,47.5,Software Testing
7,6,54,5,5,4,3,9,8,1,59.936010547302786,UI/UX Design,47.6684979530152,19.00826446280992,42.727050658681,71.1864406779661,55.172413793103445,36.56254210219181,52.571428571428584,54.94505494505495,17.71428571428571,48.75,UI/UX Design
5,7,50,4,1,3,7,5,8,10,48.800177486990684,Software Testing,44.441216694801824,22.727272727272723,32.57872797923943,42.937853107344644,28.16091954022989,26.83007347953354,25.71428571428571,29.670329670329675,10.857142857142849,51.24999999999999,Software Testing
1,8,53,0,11,10,4,5,1,9,10.215298534120604,Mobile Development,18.754413572932783,34.710743801652896,7.053646876805414,44.06779661016949,67.24137931034484,4.590950163758264,70.28571428571428,71.42857142857144,4.285714285714286,16.25,Game Development
1,9,61,8,2,8,4,4,5,4,46.51667996529152,DevOps Engineering,43.43967542455759,44.628099173553714,38.06080500961731,35.02824858757062,41.954022988505756,34.59174637768964,40.57142857142857,40.65934065934067,31.428571428571406,52.500000000000014,Software Testing
3,6,76,1,9,7,3,9,5,9,18.837389645929825,Game Development,18.979737601501835,42.14876033057852,25.683892859075364,71.1864406779661,71.26436781609196,28.43653581897973,70.85714285714285,73.62637362637363,36.57142857142857,23.125000000000004,Game Development
2,8,91,8,2,9,10,8,8,2,69.49662400134223,Data Science,76.19754660376077,90.08264462809915,80.18655597568693,66.66666666666667,64.9425287356322,80.6896968307448,61.14285714285715,68.13186813186815,87.99999999999999,91.875,Software Testing
5,8,72,9,5,1,9,4,1,7,60.66708551267912,DevOps Engineering,54.22143995652188,46.28099173553718,58.28118585703089,18.644067796610173,13.79310344827586,56.00408386897933,14.285714285714285,29.670329670329675,55.999999999999986,51.87500000000001,Cybersecurity
6,4,74,1,8,7,2,4,7,2,43.05257529976389,Mobile Development,37.3551635139376,37.60330578512397,42.80036182375087,50.84745762711865,55.17241379310344,42.6815995964057,57.14285714285713,48.35164835164837,37.7142857142857,33.75000000000001,Mobile Development
7,6,70,8,3,10,4,2,7,4,68.62724283809976,DevOps Engineering,67.45582274578999,58.67768595041323,57.62719675352186,35.59322033898306,48.85057471264368,55.11656647729093,49.14285714285714,40.65934065934067,44.28571428571427,61.25000000000001,Data Science
4,9,73,5,6,4,8,9,9,6,60.612119224988184,UI/UX Design,57.03972898641588,49.17355371900827,58.24661586477246,76.27118644067798,59.195402298850574,56.260587449560916,57.14285714285714,62.637362637362635,50.57142857142858,67.5,UI/UX Design
7,6,74,10,4,7,6,3,2,2,71.62167379560636,Backend Development,68.49190634700511,60.33057851239669,65.79979484000401,22.03389830508475,33.90804597701148,63.18252091965783,34.28571428571428,39.560439560439576,58.57142857142858,58.12500000000001,Data Science
8,8,94,8,11,1,7,4,3,2,80.57510869988351,Cloud Computing,67.15503402234742,57.43801652892561,85.2673639621909,35.593220338983045,31.034482758620697,86.64271394805967,34.857142857142854,40.65934065934067,86.28571428571428,53.125,Cloud Computing
1,9,95,5,7,5,7,7,4,2,56.42684780043925,Cloud Computing,51.95311870548096,67.7685950413223,70.70870930845236,51.9774011299435,50.000000000000014,73.5889612682647,49.71428571428571,58.241758241758255,83.42857142857142,53.75,DevOps Engineering
6,7,81,5,10,3,2,10,1,3,54.44717591515149,DevOps Engineering,38.963615588896396,35.123966942148755,53.7403622107871,59.887005649717516,54.022988505747136,54.86868928827175,53.714285714285715,65.93406593406594,52.57142857142857,18.750000000000004,Game Development
8,4,81,10,3,5,4,8,7,5,77.02770189060075,UI/UX Design,65.42734392242357,53.71900826446281,69.19981250981179,60.45197740112995,49.42528735632185,69.0361394182137,46.285714285714285,50.54945054945057,61.999999999999986,58.750000000000014,Cybersecurity
5,8,54,1,6,4,10,8,10,9,45.49411238552148,UI/UX Design,49.92474824223377,34.29752066115702,37.417680745611,74.57627118644069,57.4712643678161,31.840986965718425,56.00000000000001,60.439560439560445,19.142857142857142,65.62500000000001,UI/UX Design
4,5,85,7,10,2,10,4,3,6,58.64075115153145,Cloud Computing,56.02164185951901,60.74380165289255,67.06965481228394,35.02824858757062,32.758620689655174,67.51628308445618,36.00000000000001,45.05494505494506,74.57142857142858,60.00000000000002,DevOps Engineering
